ParName   Value   Gradient
MGparm[1]     0.213753 -2.90616e-06
SR_parm[1]      13.5106  6.90666e-05
SR_parm[2]      0.82142  3.64404e-06
SR_parm[3]      1.59551 -1.65374e-06
recdev1(1988)    0.0831266 -8.75266e-08
recdev1(1989)     0.405381 -1.98467e-06
recdev1(1990)     0.867746 -3.58907e-06
recdev1(1991)      1.05038 -3.59192e-06
recdev1(1992)      1.07703 -3.07051e-06
recdev1(1993)     0.988869  2.86203e-06
recdev1(1994)     0.957395  3.42855e-06
recdev1(1995)     0.451497  2.12321e-06
recdev1(1996)     0.527738  2.60824e-06
recdev1(1997)     0.226211  2.09501e-06
recdev1(1998)    -0.107484  9.66786e-07
recdev1(1999)    -0.493293 -4.38229e-07
recdev1(2000)     -0.91711 -2.72544e-07
recdev1(2001)    -0.679289  6.41208e-06
recdev1(2002)    -0.624309  8.81167e-06
recdev1(2003)     -0.55774   7.8651e-06
recdev1(2004)   -0.0374498  7.56491e-06
recdev1(2005)   0.00174549  4.79873e-06
recdev1(2006)    0.0199366  3.63199e-06
recdev1(2007)    -0.414723  4.47525e-07
recdev1(2008)    -0.548214  -1.1279e-06
recdev1(2009)    -0.315022  -3.2785e-06
recdev1(2010)    -0.284028    -3.45e-06
recdev1(2011)    -0.178596 -3.01155e-06
recdev1(2012)   -0.0608318 -1.99309e-06
recdev1(2013)   -0.0370675 -2.55244e-06
recdev1(2014)     0.274282 -2.42161e-06
recdev1(2015)   -0.0572832 -1.94374e-06
recdev1(2016)   -0.0729155 -2.43511e-06
recdev1(2017)    -0.450674  -1.7488e-06
recdev1(2018)    -0.510558 -2.95549e-06
recdev1(2019)    -0.327224 -2.75338e-06
recdev1(2020)    -0.257529 -2.57013e-06
Q_parm[1]     -10.3485  2.17246e-07
Q_parm[2]    0.0990023 -7.97234e-07
selparm[1]      3.19768 -2.25324e-07
selparm[2]      1.62318  8.05057e-09
selparm[3]      3.73891  2.66364e-07
selparm[4]      2.74726 -1.19757e-07
selparm[5]      1.75507 -7.48869e-07
selparm[6]     0.215098 -3.63525e-07
selparm[7]     0.666949 -1.20688e-07
selparm[8]      1.42926  1.45912e-07
selparm[9]      1.04997  2.87863e-07
selparm[10]      1.59455 -6.68064e-08
